planet_name,planetary_mass,planetary_radius,orbital_period,star_mass,star_radius,star_teff,semi_major_axis,planet_updated,planet_discovered
WASP-99 b,883.8688085676067,12.3299,5.75251,1.48,1.76,6180.0,0.0717,2018-12-17,2013
Wendelstein-1 Ab,187.58366800535538,11.209,2.663416,0.65,0.61,4125.0,0.0282,2024-08-02,2020
Wendelstein-2 b,232.0950468540838,11.209,1.7522239,0.73,0.66,4667.0,0.0234,2020-06-01,2020
Wolf 503 b,6.263386880856782,2.04306443,6.001127,0.688,0.69,4716.0,0.05706,2023-12-10,2018
WTS-1 b,1274.9330655957206,16.70141,3.352059,1.2,1.15,6250.0,0.047,2014-05-28,2012
WTS-2 b,356.09103078982724,14.5717,1.0187074,0.82,0.761,5000.0,0.01855,2014-02-28,2013
XO-2N b,197.1218206157972,10.906357,2.615838,0.96,0.998,5290.0,0.0369,2024-07-17,2007
XO-3 Ab,3748.493975903627,13.641353,3.1915239,1.41,1.49,6781.0,0.0454,2025-03-30,2007
XO-4 b,513.788487282465,14.762253,4.12473,1.32,1.55,5700.0,0.05485,2019-06-13,2008
XO-5 b,342.4196787148606,11.54527,4.1877537,0.88,1.06,5510.0,0.0487,2012-09-20,2008
XO-6 b,1421.1847389558282,24.323529999999998,3.7649923,1.47,1.93,6720.0,0.0742,2024-08-01,2016
XO-7 b,230.82329317269154,15.087314000000001,2.86413296,1.405,1.48,6000.0,0.04329,2024-09-06,2019
